Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality,processed_text,raw_feedback_text,umap_x,umap_y,sem_cluster,sem_confidence,sentiment,sentiment_score,cluster_label,sem_cluster_name
Athletics and sports,Gender inequality in sports is a serious issue that needs to be addressed. Women's sports teams should be given the same opportunities and resources as men's teams.,24,2.69,3,1,F,Soudan,gender inequality in sports is a serious issue that needs to be addressed womens sports teams should be given the same opportunities and resources as mens teams,Gender inequality in sports is a serious issue that needs to be addressed. Women's sports teams should be given the same opportunities and resources as men's teams.,5.0281024,16.897152,1,0.1347,Positive,0.3182,Cluster 1,📌 Sports Issues
Athletics and sports,"I'm disappointed with the lack of support for student athletes. It's hard to balance sports and academics, and more resources need to be provided to help athletes succeed.",17,3.36,4,1,M,Soudan,im disappointed with the lack of support for student athletes its hard to balance sports and academics and more resources need to be provided to help athletes succeed,"I'm disappointed with the lack of support for student athletes. It's hard to balance sports and academics, and more resources need to be provided to help athletes succeed.",5.589988,14.439326,1,0.9302,Positive,0.4215,Cluster 1,📌 Sports Issues
Athletics and sports,The Title IX compliance of the university's sports programs is concerning. It's important to make sure that all students are treated fairly and given equal opportunities.,22,3.77,5,1,M,Soudan,the title ix compliance of the universitys sports programs is concerning its important to make sure that all students are treated fairly and given equal opportunities,The Title IX compliance of the university's sports programs is concerning. It's important to make sure that all students are treated fairly and given equal opportunities.,5.2063594,15.439126,1,0.369,Positive,0.6908,Cluster 1,📌 Sports Issues
Athletics and sports,It's frustrating that there are limited options for sports and athletics programs on campus. More variety would be appreciated.,24,0.27,1,1,M,Soudan,its frustrating that there are limited options for sports and athletics programs on campus more variety would be appreciated,It's frustrating that there are limited options for sports and athletics programs on campus. More variety would be appreciated.,5.68461,14.128438,1,0.9201,Negative,-0.128,Cluster 1,📌 Sports Issues
Athletics and sports,I'm concerned about the lack of diversity on the sports teams. It's important for all students to feel represented and included.,27,1.2,5,1,M,Soudan,im concerned about the lack of diversity on the sports teams its important for all students to feel represented and included,I'm concerned about the lack of diversity on the sports teams. It's important for all students to feel represented and included.,6.189021,14.234856,1,0.8433,Negative,-0.128,Cluster 1,📌 Sports Issues
Athletics and sports, Athletic facilities are often overcrowded and difficult to access. This makes it hard to stay motivated to exercise and stay active.,18,1.16,3,1,M,Soudan, athletic facilities are often overcrowded and difficult to access this makes it hard to stay motivated to exercise and stay active, Athletic facilities are often overcrowded and difficult to access. This makes it hard to stay motivated to exercise and stay active.,5.383215,13.582812,1,0.8415,Positive,0.4215,Cluster 1,📌 Sports Issues
Athletics and sports, The athletic eligibility requirements can be confusing and hard to navigate. The university should provide clearer guidelines and resources to help students understand the process.,17,0.53,4,1,M,Soudan, the athletic eligibility requirements can be confusing and hard to navigate the university should provide clearer guidelines and resources to help students understand the process, The athletic eligibility requirements can be confusing and hard to navigate. The university should provide clearer guidelines and resources to help students understand the process.,5.807309,13.716923,1,0.98,Positive,0.1027,Cluster 1,📌 Sports Issues
Athletics and sports, The university needs to prioritize the health and wellbeing of its student athletes. This includes providing adequate medical resources and support.,22,0.47,1,1,F,Soudan, the university needs to prioritize the health and wellbeing of its student athletes this includes providing adequate medical resources and support, The university needs to prioritize the health and wellbeing of its student athletes. This includes providing adequate medical resources and support.,5.305579,14.604379,1,0.98,Positive,0.5574,Cluster 1,📌 Sports Issues
Athletics and sports, The sports team culture on campus can be toxic and harmful. It's important for the university to promote a positive and inclusive environment.,22,2.68,2,1,F,Soudan, the sports team culture on campus can be toxic and harmful its important for the university to promote a positive and inclusive environment, The sports team culture on campus can be toxic and harmful. It's important for the university to promote a positive and inclusive environment.,6.445601,14.290712,1,0.8433,Positive,0.7906,Cluster 1,📌 Sports Issues
Athletics and sports, Gender inequality in sports is unacceptable. The university needs to do more to support and empower women athletes.,26,1.05,2,1,F,Soudan, gender inequality in sports is unacceptable the university needs to do more to support and empower women athletes, Gender inequality in sports is unacceptable. The university needs to do more to support and empower women athletes.,5.0822005,16.837957,1,0.1347,Neutral,-0.0056,Cluster 1,📌 Sports Issues
Athletics and sports, It's disappointing that there are limited opportunities for students who aren't interested in traditional sports. More alternative options would be appreciated.,18,0.2,1,1,M,Soudan, its disappointing that there are limited opportunities for students who arent interested in traditional sports more alternative options would be appreciated, It's disappointing that there are limited opportunities for students who aren't interested in traditional sports. More alternative options would be appreciated.,5.719769,14.190851,1,0.98,Negative,-0.1174,Cluster 1,📌 Sports Issues
Athletics and sports, The lack of resources for student athletes is frustrating. It's hard to succeed in sports and academics without proper support.,22,0.7,2,1,F,Soudan, the lack of resources for student athletes is frustrating its hard to succeed in sports and academics without proper support, The lack of resources for student athletes is frustrating. It's hard to succeed in sports and academics without proper support.,5.5267253,14.402601,1,0.98,Negative,-0.5659,Cluster 1,📌 Sports Issues
Athletics and sports, The university needs to make sure that all sports programs are compliant with Title IX regulations. Discrimination should not be tolerated.,22,3.45,3,1,M,Soudan, the university needs to make sure that all sports programs are compliant with title ix regulations discrimination should not be tolerated, The university needs to make sure that all sports programs are compliant with Title IX regulations. Discrimination should not be tolerated.,5.222182,15.507681,1,0.3482,Positive,0.3182,Cluster 1,📌 Sports Issues
